candidate,dataset,family,qualified_comparison,baseline_ndcg_at_10,candidate_ndcg_at_10,delta_ndcg_at_10,diagnostic_measured_delta
neural-record,architecture,entity-graph,True,0.8350413379424438,0.8350413379424438,0.0,0.0
neural-record,architecture,graphify,True,0.5775650846510725,0.5775650846510725,0.0,0.0
neural-record,architecture,legacy,True,0.8154736310803241,0.8154736310803241,0.0,0.0
neural-record,architecture,turso,True,0.5840043018567261,0.5840043018567261,0.0,0.0
neural-record,astro,adaptive,True,0.8333545047679802,0.8333545047679802,0.0,0.0
neural-record,astro,classical,True,0.8333545047679802,0.8333545047679802,0.0,0.0
neural-record,astro,embeddings,True,0.7851983317054789,0.7434446547499104,-0.04175367695556853,-0.04175367695556853
neural-record,astro,ensemble,True,0.8262231573917006,0.8245515371800917,-0.0016716202116089374,-0.0016716202116089374
neural-record,astro,entity-graph,True,0.6947023065501792,0.6947023065501792,0.0,0.0
neural-record,astro,graphify,True,0.5779156769160976,0.5779156769160976,0.0,0.0
neural-record,astro,legacy,True,0.6051893734409577,0.6051893734409577,0.0,0.0
neural-record,astro,turso,True,0.47813551023378115,0.47813551023378115,0.0,0.0
neural-record,data-science,adaptive,True,0.9178174181007902,0.9178174181007902,0.0,0.0
neural-record,data-science,classical,True,0.8053872497363544,0.8053872497363544,0.0,0.0
neural-record,data-science,embeddings,True,0.60043749109768,0.8789004393851517,0.27846294828747176,0.27846294828747176
neural-record,data-science,ensemble,True,0.9278098590730673,0.9286505509911679,0.0008406919181005446,0.0008406919181005446
neural-record,data-science,entity-graph,True,0.8579062471314278,0.8579062471314278,0.0,0.0
neural-record,data-science,graphify,True,0.5440998456059355,0.5440998456059355,0.0,0.0
neural-record,data-science,legacy,True,0.8321588233274824,0.8321588233274824,0.0,0.0
neural-record,data-science,turso,True,0.4016212910774567,0.4016212910774567,0.0,0.0
neural-record,enterprise,adaptive,True,0.5033603261131847,0.5033603261131847,0.0,0.0
neural-record,enterprise,classical,True,0.43423767296046306,0.43423767296046306,0.0,0.0
neural-record,enterprise,embeddings,True,0.516406878690786,0.6319043854152289,0.11549750672444281,0.11549750672444281
neural-record,enterprise,ensemble,True,0.5534950398893288,0.5560667237718679,0.002571683882539144,0.002571683882539144
neural-record,enterprise,entity-graph,True,0.4673466879301481,0.4673466879301481,0.0,0.0
neural-record,enterprise,graphify,True,0.13626228624863054,0.13626228624863054,0.0,0.0
neural-record,enterprise,legacy,True,0.5749695375722894,0.5749695375722894,0.0,0.0
neural-record,enterprise,turso,True,0.40319114502840775,0.40319114502840775,0.0,0.0
quarter-expansion,architecture,adaptive,True,0.8560699230171966,0.8518232889631128,-0.004246634054083875,-0.004246634054083875
quarter-expansion,architecture,classical,True,0.9257807641624444,0.9172305397819717,-0.008550224380472704,-0.008550224380472704
quarter-expansion,architecture,embeddings,True,0.7237714735653961,0.7237714735653961,0.0,0.0
quarter-expansion,architecture,ensemble,True,0.8500964545549008,0.8495246082105335,-0.0005718463443672439,-0.0005718463443672439
quarter-expansion,architecture,entity-graph,True,0.8350413379424438,0.8350413379424438,0.0,0.0
quarter-expansion,architecture,graphify,True,0.5775650846510725,0.5775650846510725,0.0,0.0
quarter-expansion,architecture,legacy,True,0.8154736310803241,0.8154736310803241,0.0,0.0
quarter-expansion,architecture,turso,True,0.5840043018567261,0.5840043018567261,0.0,0.0
quarter-expansion,astro,adaptive,True,0.8333545047679802,0.8326584600131275,-0.0006960447548527426,-0.0006960447548527426
quarter-expansion,astro,classical,True,0.8333545047679802,0.8326584600131275,-0.0006960447548527426,-0.0006960447548527426
quarter-expansion,astro,embeddings,True,0.7851983317054789,0.7851983317054789,0.0,0.0
quarter-expansion,astro,ensemble,True,0.8262231573917006,0.8128033717563061,-0.013419785635394477,-0.013419785635394477
quarter-expansion,astro,entity-graph,True,0.6947023065501792,0.6947023065501792,0.0,0.0
quarter-expansion,astro,graphify,True,0.5779156769160976,0.5779156769160976,0.0,0.0
quarter-expansion,astro,legacy,True,0.6051893734409577,0.6051893734409577,0.0,0.0
quarter-expansion,astro,turso,True,0.47813551023378115,0.47813551023378115,0.0,0.0
quarter-expansion,data-science,adaptive,True,0.9178174181007902,0.9141270327970533,-0.0036903853037368872,-0.0036903853037368872
quarter-expansion,data-science,classical,True,0.8053872497363544,0.8053872497363544,0.0,0.0
quarter-expansion,data-science,embeddings,True,0.60043749109768,0.60043749109768,0.0,0.0
quarter-expansion,data-science,ensemble,True,0.9278098590730673,0.9242781847515715,-0.0035316743214958146,-0.0035316743214958146
quarter-expansion,data-science,entity-graph,True,0.8579062471314278,0.8579062471314278,0.0,0.0
quarter-expansion,data-science,graphify,True,0.5440998456059355,0.5440998456059355,0.0,0.0
quarter-expansion,data-science,legacy,True,0.8321588233274824,0.8321588233274824,0.0,0.0
quarter-expansion,data-science,turso,True,0.4016212910774567,0.4016212910774567,0.0,0.0
quarter-expansion,enterprise,adaptive,True,0.5033603261131847,0.5056922738907149,0.0023319477775302078,0.0023319477775302078
quarter-expansion,enterprise,classical,True,0.43423767296046306,0.4434644291211766,0.009226756160713556,0.009226756160713556
quarter-expansion,enterprise,embeddings,True,0.516406878690786,0.516406878690786,0.0,0.0
quarter-expansion,enterprise,ensemble,True,0.5534950398893288,0.5401874564475949,-0.013307583441733883,-0.013307583441733883
quarter-expansion,enterprise,entity-graph,True,0.4673466879301481,0.4673466879301481,0.0,0.0
quarter-expansion,enterprise,graphify,True,0.13626228624863054,0.13626228624863054,0.0,0.0
quarter-expansion,enterprise,legacy,True,0.5749695375722894,0.5749695375722894,0.0,0.0
quarter-expansion,enterprise,turso,True,0.40319114502840775,0.40319114502840775,0.0,0.0
bm25-low-b,architecture,adaptive,True,0.8560699230171966,0.8579850860692957,0.0019151630520990448,0.0019151630520990448
bm25-low-b,architecture,classical,True,0.9257807641624444,0.8982687155213783,-0.027512048641066045,-0.027512048641066045
bm25-low-b,architecture,embeddings,True,0.7237714735653961,0.7237714735653961,0.0,0.0
bm25-low-b,architecture,ensemble,True,0.8500964545549008,0.8519681577190859,0.0018717031641850568,0.0018717031641850568
bm25-low-b,architecture,entity-graph,True,0.8350413379424438,0.8342284796895436,-0.0008128582529002282,-0.0008128582529002282
bm25-low-b,architecture,graphify,True,0.5775650846510725,0.5775650846510725,0.0,0.0
bm25-low-b,architecture,legacy,True,0.8154736310803241,0.8154736310803241,0.0,0.0
bm25-low-b,architecture,turso,True,0.5840043018567261,0.5840043018567261,0.0,0.0
bm25-low-b,astro,adaptive,True,0.8333545047679802,0.777380336447773,-0.055974168320207185,-0.055974168320207185
bm25-low-b,astro,classical,True,0.8333545047679802,0.777380336447773,-0.055974168320207185,-0.055974168320207185
bm25-low-b,astro,embeddings,True,0.7851983317054789,0.7851983317054789,0.0,0.0
bm25-low-b,astro,ensemble,True,0.8262231573917006,0.795670081657849,-0.030553075733851576,-0.030553075733851576
bm25-low-b,astro,entity-graph,True,0.6947023065501792,0.6666633672811659,-0.02803893926901324,-0.02803893926901324
bm25-low-b,astro,graphify,True,0.5779156769160976,0.5779156769160976,0.0,0.0
bm25-low-b,astro,legacy,True,0.6051893734409577,0.6051893734409577,0.0,0.0
bm25-low-b,astro,turso,True,0.47813551023378115,0.47813551023378115,0.0,0.0
bm25-low-b,data-science,adaptive,True,0.9178174181007902,0.9196591552903186,0.001841737189528403,0.001841737189528403
bm25-low-b,data-science,classical,True,0.8053872497363544,0.8053872497363544,0.0,0.0
bm25-low-b,data-science,embeddings,True,0.60043749109768,0.60043749109768,0.0,0.0
bm25-low-b,data-science,ensemble,True,0.9278098590730673,0.937917173751601,0.010107314678533652,0.010107314678533652
bm25-low-b,data-science,entity-graph,True,0.8579062471314278,0.8074350170222658,-0.05047123010916199,-0.05047123010916199
bm25-low-b,data-science,graphify,True,0.5440998456059355,0.5440998456059355,0.0,0.0
bm25-low-b,data-science,legacy,True,0.8321588233274824,0.8321588233274824,0.0,0.0
bm25-low-b,data-science,turso,True,0.4016212910774567,0.4016212910774567,0.0,0.0
bm25-low-b,enterprise,adaptive,True,0.5033603261131847,0.5068734091416912,0.003513083028506503,0.003513083028506503
bm25-low-b,enterprise,classical,True,0.43423767296046306,0.442499636298842,0.00826196333837892,0.00826196333837892
bm25-low-b,enterprise,embeddings,True,0.516406878690786,0.516406878690786,0.0,0.0
bm25-low-b,enterprise,ensemble,True,0.5534950398893288,0.5388422743524227,-0.014652765536906087,-0.014652765536906087
bm25-low-b,enterprise,entity-graph,True,0.4673466879301481,0.47275963568195856,0.0054129477518104485,0.0054129477518104485
bm25-low-b,enterprise,graphify,True,0.13626228624863054,0.13626228624863054,0.0,0.0
bm25-low-b,enterprise,legacy,True,0.5749695375722894,0.5749695375722894,0.0,0.0
bm25-low-b,enterprise,turso,True,0.40319114502840775,0.40319114502840775,0.0,0.0
stronger-titles,architecture,adaptive,True,0.8560699230171966,0.8629002689877016,0.006830345970504914,0.006830345970504914
stronger-titles,architecture,classical,True,0.9257807641624444,0.9185135776430311,-0.007267186519413271,-0.007267186519413271
stronger-titles,architecture,embeddings,True,0.7237714735653961,0.7237714735653961,0.0,0.0
stronger-titles,architecture,ensemble,True,0.8500964545549008,0.855469463906916,0.0053730093520152344,0.0053730093520152344
stronger-titles,architecture,entity-graph,True,0.8350413379424438,0.8350413379424438,0.0,0.0
stronger-titles,architecture,graphify,True,0.5775650846510725,0.5775650846510725,0.0,0.0
stronger-titles,architecture,legacy,True,0.8154736310803241,0.8154736310803241,0.0,0.0
stronger-titles,architecture,turso,True,0.5840043018567261,0.5840043018567261,0.0,0.0
stronger-titles,astro,adaptive,True,0.8333545047679802,0.8085569389955969,-0.024797565772383345,-0.024797565772383345
stronger-titles,astro,classical,True,0.8333545047679802,0.8085569389955969,-0.024797565772383345,-0.024797565772383345
stronger-titles,astro,embeddings,True,0.7851983317054789,0.7851983317054789,0.0,0.0
stronger-titles,astro,ensemble,True,0.8262231573917006,0.8152445126895074,-0.01097864470219323,-0.01097864470219323
stronger-titles,astro,entity-graph,True,0.6947023065501792,0.6947023065501792,0.0,0.0
stronger-titles,astro,graphify,True,0.5779156769160976,0.5779156769160976,0.0,0.0
stronger-titles,astro,legacy,True,0.6051893734409577,0.6051893734409577,0.0,0.0
stronger-titles,astro,turso,True,0.47813551023378115,0.47813551023378115,0.0,0.0
stronger-titles,data-science,adaptive,True,0.9178174181007902,0.9191690778762306,0.0013516597754403836,0.0013516597754403836
stronger-titles,data-science,classical,True,0.8053872497363544,0.8053872497363544,0.0,0.0
stronger-titles,data-science,embeddings,True,0.60043749109768,0.60043749109768,0.0,0.0
stronger-titles,data-science,ensemble,True,0.9278098590730673,0.9288167295650054,0.001006870491938039,0.001006870491938039
stronger-titles,data-science,entity-graph,True,0.8579062471314278,0.8579062471314278,0.0,0.0
stronger-titles,data-science,graphify,True,0.5440998456059355,0.5440998456059355,0.0,0.0
stronger-titles,data-science,legacy,True,0.8321588233274824,0.8321588233274824,0.0,0.0
stronger-titles,data-science,turso,True,0.4016212910774567,0.4016212910774567,0.0,0.0
stronger-titles,enterprise,adaptive,True,0.5033603261131847,0.5033603261131847,0.0,0.0
stronger-titles,enterprise,classical,True,0.43423767296046306,0.43423767296046306,0.0,0.0
stronger-titles,enterprise,embeddings,True,0.516406878690786,0.516406878690786,0.0,0.0
stronger-titles,enterprise,ensemble,True,0.5534950398893288,0.5534950398893288,0.0,0.0
stronger-titles,enterprise,entity-graph,True,0.4673466879301481,0.4673466879301481,0.0,0.0
stronger-titles,enterprise,graphify,True,0.13626228624863054,0.13626228624863054,0.0,0.0
stronger-titles,enterprise,legacy,True,0.5749695375722894,0.5749695375722894,0.0,0.0
stronger-titles,enterprise,turso,True,0.40319114502840775,0.40319114502840775,0.0,0.0
